RA,Nome,Fase,Turma,Ano_Nascimento,Idade,Gênero,Ano_Ingresso,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Pedra,Defas,Ponto_de_Virada,Matem,Portug,Inglês,Pedra_Calculada,Gap_IAA_IDA,Media_Academica,RISCO,Faixa_Etaria,Tempo_Programa
RA-130,Aluno-130,4,F,2006,16,Menina,2018,8.3,4.7,5.0,4.1,6.5,5.0,5.624,Quartzo,-2,0,3.7,5.2,3.5,Ágata,4.200000000000001,4.4,1,Jovem (15+),4
RA-131,Aluno-131,4,F,2007,15,Menina,2016,8.8,9.0,5.6,5.6,7.75,5.0,7.174,Ametista,-1,0,6.0,6.5,4.2,Ametista,3.200000000000001,7.3,0,Jovem (15+),6
RA-132,Aluno-132,4,F,2008,14,Menina,2019,10.0,8.8,5.6,7.7,8.458,10.0,8.355,Topázio,0,1,6.5,7.5,9.1,Topázio,2.3,8.25,0,Adolescente (11-14),3
RA-133,Aluno-133,4,F,2007,15,Menina,2016,7.9,7.1,7.5,5.6,7.625,5.0,6.875,Ágata,-1,0,4.7,7.2,5.0,Ametista,2.3000000000000007,6.35,0,Jovem (15+),6
RA-134,Aluno-134,4,F,2007,15,Menina,2021,8.8,6.8,7.5,4.7,7.375,5.0,6.607,Ágata,-1,0,4.7,6.8,2.5,Ágata,4.1000000000000005,5.75,1,Jovem (15+),1
RA-135,Aluno-135,4,F,2007,15,Menina,2019,8.3,7.8,5.6,8.6,8.583,5.0,7.692,Ametista,-1,1,8.0,8.2,9.5,Ametista,-0.29999999999999893,8.2,0,Jovem (15+),3
RA-136,Aluno-136,4,F,2007,15,Menino,2019,10.0,6.3,7.5,4.6,6.667,5.0,6.478,Ágata,-1,0,5.3,5.7,2.8,Ágata,5.4,5.449999999999999,1,Jovem (15+),3
RA-137,Aluno-137,4,F,2005,17,Menina,2016,7.5,8.9,5.0,7.3,7.792,2.5,7.056,Ametista,-3,0,6.0,7.3,8.5,Ametista,0.20000000000000018,8.1,0,Jovem (15+),6
RA-138,Aluno-138,4,F,2007,15,Menino,2016,9.6,8.0,5.6,5.6,6.375,5.0,6.738,Ágata,-1,0,5.0,6.5,5.2,Ágata,4.0,6.8,0,Jovem (15+),6
RA-139,Aluno-139,4,F,2005,17,Menino,2019,7.1,3.5,5.0,1.4,3.917,2.5,3.738,Quartzo,-3,0,1.7,2.7,0.0,Quartzo,5.699999999999999,2.45,1,Jovem (15+),3
RA-140,Aluno-140,4,F,2008,14,Menina,2021,7.9,7.6,6.9,5.7,7.667,10.0,7.407,Ametista,0,0,5.0,6.5,5.6,Ametista,2.2,6.65,0,Adolescente (11-14),1
RA-141,Aluno-141,4,F,2008,14,Menino,2017,9.2,8.2,5.6,5.7,5.917,10.0,7.118,Ametista,0,0,5.8,6.2,5.0,Ametista,3.499999999999999,6.949999999999999,0,Adolescente (11-14),5
RA-142,Aluno-142,4,F,2008,14,Menina,2021,6.7,8.6,5.6,6.3,7.583,10.0,7.457,Ametista,0,0,6.0,6.8,6.0,Ametista,0.40000000000000036,7.449999999999999,0,Adolescente (11-14),1
RA-143,Aluno-143,4,F,2009,13,Menino,2019,8.3,9.9,5.6,7.9,9.5,10.0,8.638,Topázio,1,1,9.7,7.7,6.4,Topázio,0.40000000000000036,8.9,1,Adolescente (11-14),3
RA-144,Aluno-144,4,F,2008,14,Menina,2017,7.5,9.3,5.0,7.9,8.292,10.0,8.181,Topázio,0,0,7.5,7.2,9.0,Ametista,-0.40000000000000036,8.600000000000001,0,Adolescente (11-14),5
RA-145,Aluno-145,4,H,2006,16,Menino,2017,0.0,6.3,8.1,5.2,7.25,5.0,5.846,Quartzo,-2,0,3.0,4.8,7.8,Ágata,-5.2,5.75,0,Jovem (15+),5
RA-146,Aluno-146,4,H,2007,15,Menina,2022,8.3,9.2,7.5,7.9,8.208,5.0,7.947,Ametista,-1,0,6.3,7.3,10.0,Ametista,0.40000000000000036,8.55,0,Jovem (15+),0
RA-147,Aluno-147,4,H,2008,14,Menina,2022,8.3,7.7,7.5,6.1,7.25,10.0,7.541,Ametista,0,0,5.8,4.8,7.7,Ametista,2.200000000000001,6.9,0,Adolescente (11-14),0
RA-148,Aluno-148,4,H,2008,14,Menino,2022,9.2,7.9,10.0,5.3,7.708,10.0,7.894,Ametista,0,0,4.7,6.3,5.0,Ametista,3.8999999999999995,6.6,0,Adolescente (11-14),0
RA-149,Aluno-149,4,H,2007,15,Menina,2022,9.2,6.5,7.5,5.0,6.125,5.0,6.323,Ágata,-1,0,4.0,6.0,,Ágata,4.199999999999999,5.75,0,Jovem (15+),0
RA-150,Aluno-150,4,H,2006,16,Menina,2020,9.6,6.3,6.9,6.9,7.333,5.0,6.962,Ágata,-2,0,5.3,6.7,8.6,Ametista,2.6999999999999993,6.6,0,Jovem (15+),2
RA-151,Aluno-151,4,H,2006,16,Menina,2020,8.8,7.5,6.9,8.3,7.958,5.0,7.563,Ametista,-2,0,7.3,8.0,9.5,Ametista,0.5,7.9,0,Jovem (15+),2
RA-152,Aluno-152,4,L,2006,16,Menina,2022,8.3,7.0,7.5,6.5,6.292,5.0,6.712,Ágata,-2,0,4.0,7.0,8.5,Ágata,1.8000000000000007,6.75,0,Jovem (15+),0
RA-153,Aluno-153,4,L,2008,14,Menina,2018,7.9,8.2,5.0,6.6,7.708,10.0,7.535,Ametista,0,0,3.3,7.7,8.8,Ametista,1.3000000000000007,7.3999999999999995,0,Adolescente (11-14),4
RA-154,Aluno-154,4,L,2007,15,Menino,2017,8.3,6.1,6.3,4.0,6.833,5.0,6.073,Ágata,-1,0,3.7,6.2,2.1,Ágata,4.300000000000001,5.05,1,Jovem (15+),5
RA-155,Aluno-155,4,L,2006,16,Menino,2022,10.0,8.3,7.5,5.2,6.833,5.0,7.051,Ametista,-2,0,4.3,6.8,4.3,Ametista,4.8,6.75,0,Jovem (15+),0
RA-156,Aluno-156,4,L,2007,15,Menino,2018,10.0,8.3,9.4,4.4,7.792,5.0,7.357,Ametista,-1,0,4.7,6.5,2.1,Ametista,5.6,6.3500000000000005,1,Jovem (15+),4
RA-157,Aluno-157,4,L,2010,12,Menina,2018,7.5,10.0,6.3,7.7,8.292,10.0,8.317,Topázio,1,0,7.0,7.5,8.7,Topázio,-0.20000000000000018,8.85,1,Adolescente (11-14),4
RA-158,Aluno-158,4,L,2005,17,Menina,2017,7.9,9.8,5.6,6.6,8.125,2.5,7.302,Ametista,-3,0,5.0,6.7,8.1,Ametista,1.3000000000000007,8.2,0,Jovem (15+),5
RA-159,Aluno-159,4,L,2007,15,Menina,2021,8.3,8.1,5.6,4.7,6.458,5.0,6.49,Ágata,-1,0,4.3,5.8,3.9,Ágata,3.6000000000000005,6.4,1,Jovem (15+),1
RA-160,Aluno-160,4,L,2007,15,Menina,2021,7.5,7.2,5.6,5.3,8.25,5.0,6.746,Ágata,-1,0,2.7,6.0,7.1,Ágata,2.2,6.25,0,Jovem (15+),1
RA-161,Aluno-161,4,L,2011,11,Menina,2018,7.9,9.1,5.6,6.9,8.083,10.0,7.957,Ametista,2,0,5.3,6.8,8.5,Ametista,1.0,8.0,1,Adolescente (11-14),4
RA-162,Aluno-162,4,L,2008,14,Menina,2021,6.7,8.5,7.5,5.5,6.542,10.0,7.215,Ametista,0,0,4.7,5.5,6.4,Ametista,1.2000000000000002,7.0,0,Adolescente (11-14),1
RA-163,Aluno-163,4,L,2007,15,Menina,2021,8.8,7.9,5.6,6.7,6.5,5.0,6.797,Ágata,-1,0,6.5,6.3,7.4,Ágata,2.1000000000000005,7.300000000000001,0,Jovem (15+),1
RA-164,Aluno-164,4,L,2006,16,Menino,2018,8.3,7.3,5.6,6.5,7.208,5.0,6.776,Ágata,-2,0,4.7,6.5,8.3,Ágata,1.8000000000000007,6.9,0,Jovem (15+),4
RA-165,Aluno-165,4,L,2008,14,Menina,2017,7.1,9.8,5.6,7.6,7.5,10.0,8.063,Topázio,0,0,5.3,7.8,9.7,Ametista,-0.5,8.7,0,Adolescente (11-14),5
RA-166,Aluno-166,4,L,2008,14,Menino,2020,9.2,9.0,6.3,8.1,7.542,10.0,8.253,Topázio,0,0,7.0,7.2,10.0,Topázio,1.0999999999999996,8.55,0,Adolescente (11-14),2
RA-167,Aluno-167,4,P,2006,16,Menina,2018,9.2,9.7,5.6,7.9,7.833,5.0,7.798,Ametista,-2,0,9.3,8.0,6.3,Ametista,1.299999999999999,8.8,0,Jovem (15+),4
RA-168,Aluno-168,4,P,2007,15,Menina,2018,7.9,8.3,6.3,5.9,7.083,5.0,6.917,Ágata,-1,0,4.7,8.2,5.0,Ametista,2.0,7.1000000000000005,0,Jovem (15+),4
RA-169,Aluno-169,4,P,2007,15,Menina,2018,7.5,5.1,6.3,3.2,4.792,5.0,5.159,Quartzo,-1,0,1.3,4.5,3.8,Quartzo,4.3,4.15,1,Jovem (15+),4
RA-170,Aluno-170,4,P,2008,14,Menina,2018,8.3,9.2,5.6,4.9,5.792,10.0,7.007,Ágata,0,0,3.7,6.7,4.3,Ametista,3.4000000000000004,7.05,1,Adolescente (11-14),4
RA-171,Aluno-171,4,P,2006,16,Menino,2022,7.5,6.8,7.5,5.5,6.875,5.0,6.581,Ágata,-2,0,3.0,8.0,,Ágata,2.0,6.15,0,Jovem (15+),0
RA-172,Aluno-172,4,P,2008,14,Menina,2018,9.2,8.9,9.4,7.3,8.917,10.0,8.673,Topázio,0,1,6.0,7.7,8.1,Topázio,1.8999999999999995,8.1,0,Adolescente (11-14),4
RA-173,Aluno-173,4,P,2005,17,Menino,2019,8.3,9.2,6.9,7.9,9.25,2.5,7.816,Ametista,-3,1,9.0,7.5,7.1,Ametista,0.40000000000000036,8.55,0,Jovem (15+),3
RA-174,Aluno-174,4,P,2007,15,Menina,2019,7.9,6.2,7.5,4.4,6.042,5.0,6.075,Ágata,-1,0,4.0,5.3,3.8,Ágata,3.5,5.300000000000001,1,Jovem (15+),3
RA-175,Aluno-175,4,P,2007,15,Menina,2018,8.3,9.2,5.6,5.9,5.833,5.0,6.75,Ágata,-1,0,4.7,7.2,5.9,Ágata,2.4000000000000004,7.55,0,Jovem (15+),4
RA-176,Aluno-176,3,A,2009,13,Menina,2018,9.6,9.1,5.6,6.9,9.083,10.0,8.427,Topázio,0,1,5.1,6.8,8.7,Topázio,2.6999999999999993,8.0,0,Adolescente (11-14),4
RA-177,Aluno-177,3,A,2009,13,Menina,2022,7.9,8.8,4.4,6.8,6.958,10.0,7.424,Ametista,0,0,6.0,7.5,,Ametista,1.1000000000000005,7.800000000000001,0,Adolescente (11-14),0
RA-178,Aluno-178,3,A,2009,13,Menina,2016,0.0,8.8,4.4,6.3,8.458,10.0,7.025,Ágata,0,1,6.2,5.3,7.3,Ametista,-6.3,7.550000000000001,0,Adolescente (11-14),6
RA-179,Aluno-179,3,A,2010,12,Menino,2022,7.5,9.2,7.5,6.1,8.042,10.0,7.993,Ametista,0,0,3.7,6.7,8.0,Ametista,1.4000000000000004,7.6499999999999995,0,Adolescente (11-14),0
RA-180,Aluno-180,3,A,2010,12,Menino,2018,9.2,8.3,6.3,8.1,8.625,10.0,8.442,Topázio,0,1,7.7,8.3,8.3,Topázio,1.0999999999999996,8.2,0,Adolescente (11-14),4
RA-181,Aluno-181,3,A,2009,13,Menina,2019,9.2,9.5,8.8,6.8,8.458,10.0,8.623,Topázio,0,1,6.8,7.3,6.2,Topázio,2.3999999999999995,8.15,0,Adolescente (11-14),3
RA-182,Aluno-182,3,A,2006,16,Menina,2021,7.5,8.0,7.5,4.1,6.958,2.5,6.328,Ágata,-3,0,1.3,5.7,5.4,Ágata,3.4000000000000004,6.05,1,Jovem (15+),1
RA-183,Aluno-183,3,A,2009,13,Menina,2022,8.3,8.8,7.5,3.8,7.25,10.0,7.3,Ametista,0,0,0.0,7.5,,Ametista,4.500000000000001,6.300000000000001,1,Adolescente (11-14),0
RA-184,Aluno-184,3,A,2006,16,Menino,2019,8.8,7.7,7.5,7.2,8.0,2.5,7.28,Ametista,-3,0,5.0,7.3,9.3,Ametista,1.6000000000000005,7.45,0,Jovem (15+),3
RA-185,Aluno-185,3,A,2007,15,Menino,2021,7.9,7.7,7.5,4.5,6.875,5.0,6.615,Ágata,-2,0,3.3,5.7,4.5,Ágata,3.4000000000000004,6.1,1,Jovem (15+),1
RA-186,Aluno-186,3,A,2009,13,Menina,2019,8.3,8.5,7.5,6.6,7.5,10.0,7.832,Ametista,0,0,6.0,5.7,8.0,Ametista,1.700000000000001,7.55,0,Adolescente (11-14),3
RA-187,Aluno-187,3,A,2010,12,Menina,2019,8.8,8.9,7.5,5.8,7.917,10.0,7.928,Ametista,0,0,5.3,7.2,4.8,Ametista,3.000000000000001,7.35,0,Adolescente (11-14),3
RA-188,Aluno-188,3,A,2008,14,Menino,2021,0.0,6.1,7.5,2.7,7.583,5.0,5.307,Quartzo,-1,0,3.0,3.2,2.0,Quartzo,-2.7,4.4,1,Adolescente (11-14),1
RA-189,Aluno-189,3,A,2008,14,Menino,2018,10.0,9.7,5.0,7.2,7.333,5.0,7.629,Ametista,-1,0,6.3,7.2,8.0,Ametista,2.8,8.45,0,Adolescente (11-14),4
RA-190,Aluno-190,3,A,2009,13,Menina,2022,6.7,6.9,8.8,6.3,7.25,10.0,7.335,Ametista,0,0,5.0,7.5,,Ametista,0.40000000000000036,6.6,0,Adolescente (11-14),0
RA-191,Aluno-191,3,A,2009,13,Menino,2019,10.0,9.4,8.8,7.2,8.5,10.0,8.74,Topázio,0,1,8.0,7.2,6.3,Topázio,2.8,8.3,0,Adolescente (11-14),3
RA-192,Aluno-192,3,B,2007,15,Menino,2021,8.8,3.6,7.5,2.7,4.708,5.0,4.932,Quartzo,-2,0,1.7,4.7,1.7,Quartzo,6.1000000000000005,3.1500000000000004,1,Jovem (15+),1
RA-193,Aluno-193,3,B,2010,12,Menino,2016,9.2,8.9,5.6,6.7,8.5,10.0,8.155,Topázio,0,1,5.0,6.3,8.7,Ametista,2.499999999999999,7.800000000000001,0,Adolescente (11-14),6
RA-194,Aluno-194,3,B,2008,14,Menina,2022,0.0,6.2,5.0,3.2,3.75,5.0,4.265,Quartzo,-1,0,3.7,5.8,0.0,Quartzo,-3.2,4.7,1,Adolescente (11-14),0
RA-195,Aluno-195,3,B,2009,13,Menina,2017,8.8,9.2,5.0,6.3,8.25,10.0,8.017,Ametista,0,0,6.8,6.3,5.8,Ametista,2.500000000000001,7.75,0,Adolescente (11-14),5
RA-196,Aluno-196,3,B,2010,12,Menino,2018,9.2,9.1,7.5,5.1,8.625,10.0,8.124,Topázio,0,1,4.0,6.0,5.3,Ametista,4.1,7.1,0,Adolescente (11-14),4
RA-197,Aluno-197,3,B,2009,13,Menina,2021,8.8,9.7,4.4,7.3,8.292,10.0,8.218,Topázio,0,0,6.0,7.5,8.3,Ametista,1.5000000000000009,8.5,0,Adolescente (11-14),1
RA-198,Aluno-198,3,B,2009,13,Menino,2017,0.0,6.2,5.0,4.6,5.958,10.0,5.554,Quartzo,0,0,5.2,5.8,2.8,Ágata,-4.6,5.4,1,Adolescente (11-14),5
RA-199,Aluno-199,3,B,2009,13,Menino,2022,8.3,7.1,7.5,7.5,6.458,10.0,7.564,Ametista,0,0,5.7,7.8,9.0,Ametista,0.8000000000000007,7.3,0,Adolescente (11-14),0
RA-200,Aluno-200,3,B,2007,15,Menino,2018,7.9,5.6,4.4,5.5,4.917,5.0,5.705,Quartzo,-2,0,4.7,5.0,6.8,Ágata,2.4000000000000004,5.55,0,Jovem (15+),4
RA-201,Aluno-201,3,B,2007,15,Menina,2021,7.9,7.3,7.5,6.5,7.542,5.0,7.078,Ametista,-2,0,6.0,7.2,6.3,Ametista,1.4000000000000004,6.9,0,Jovem (15+),1
RA-202,Aluno-202,3,B,2008,14,Menina,2017,0.0,5.2,4.4,5.4,6.917,5.0,5.201,Quartzo,-1,0,6.3,5.8,4.2,Quartzo,-5.4,5.300000000000001,0,Adolescente (11-14),5
RA-203,Aluno-203,3,B,2008,14,Menina,2021,8.8,4.3,7.5,2.8,6.875,5.0,5.669,Quartzo,-1,0,2.3,3.5,2.5,Ágata,6.000000000000001,3.55,1,Adolescente (11-14),1
RA-204,Aluno-204,3,B,2009,13,Menina,2019,7.9,6.7,4.4,7.4,5.708,10.0,6.943,Ágata,0,0,5.3,8.5,8.5,Ametista,0.5,7.050000000000001,0,Adolescente (11-14),3
RA-205,Aluno-205,3,B,2008,14,Menino,2020,9.6,3.8,7.5,4.1,4.833,5.0,5.372,Quartzo,-1,0,5.7,1.7,5.0,Quartzo,5.5,3.9499999999999997,1,Adolescente (11-14),2
RA-206,Aluno-206,3,B,2010,12,Menina,2022,8.3,8.8,7.5,5.0,5.167,10.0,7.101,Ametista,0,0,4.0,6.0,,Ametista,3.3000000000000007,6.9,0,Adolescente (11-14),0
RA-207,Aluno-207,3,C,2006,16,Menino,2021,0.0,4.8,7.5,5.8,5.708,2.5,4.936,Quartzo,-3,0,5.3,4.0,8.0,Quartzo,-5.8,5.3,0,Jovem (15+),1
RA-208,Aluno-208,3,C,2008,14,Menino,2018,7.5,7.1,7.5,6.1,6.417,5.0,6.667,Ágata,-1,0,5.0,7.5,5.8,Ágata,1.4000000000000004,6.6,0,Adolescente (11-14),4
RA-209,Aluno-209,3,C,2008,14,Menino,2019,0.0,4.8,5.6,6.0,3.75,5.0,4.499,Quartzo,-1,0,5.0,5.2,7.8,Quartzo,-6.0,5.4,0,Adolescente (11-14),3
RA-210,Aluno-210,3,C,2008,14,Menino,2022,0.0,5.1,7.5,3.4,4.417,5.0,4.44,Quartzo,-1,0,2.7,5.3,2.3,Quartzo,-3.4,4.25,1,Adolescente (11-14),0
RA-211,Aluno-211,3,C,2009,13,Menino,2021,9.2,8.8,7.5,7.6,8.458,10.0,8.465,Topázio,0,1,6.7,7.5,8.5,Topázio,1.5999999999999996,8.2,0,Adolescente (11-14),1
RA-212,Aluno-212,3,C,2008,14,Menino,2022,9.6,8.4,7.5,6.2,6.958,5.0,7.268,Ametista,-1,0,4.8,5.8,7.8,Ametista,3.3999999999999995,7.300000000000001,0,Adolescente (11-14),0
RA-213,Aluno-213,3,C,2009,13,Menino,2022,9.6,8.7,7.5,3.5,6.833,10.0,7.209,Ametista,0,0,5.0,2.0,,Ametista,6.1,6.1,1,Adolescente (11-14),0
RA-214,Aluno-214,3,C,2007,15,Menino,2022,0.0,6.1,7.5,4.3,5.125,5.0,4.87,Quartzo,-2,0,5.0,3.5,,Quartzo,-4.3,5.199999999999999,1,Jovem (15+),0
RA-215,Aluno-215,3,D,2009,13,Menina,2021,6.7,5.8,7.5,7.8,6.542,10.0,7.172,Ametista,0,0,5.7,7.7,10.0,Ametista,-1.0999999999999996,6.8,0,Adolescente (11-14),1
RA-216,Aluno-216,3,D,2009,13,Menina,2018,7.9,8.5,7.5,7.0,5.583,10.0,7.502,Ametista,0,0,5.3,6.5,9.2,Ametista,0.9000000000000004,7.75,0,Adolescente (11-14),4
RA-217,Aluno-217,3,D,2007,15,Menina,2021,7.9,8.5,7.5,7.1,7.292,5.0,7.397,Ametista,-2,0,6.3,7.2,7.7,Ametista,0.8000000000000007,7.8,0,Jovem (15+),1
RA-218,Aluno-218,3,D,2008,14,Menina,2022,6.3,7.3,7.5,4.0,6.125,5.0,6.1,Ágata,-1,0,5.0,7.0,0.0,Ágata,2.3,5.65,1,Adolescente (11-14),0
RA-219,Aluno-219,3,D,2006,16,Menino,2019,8.8,6.9,7.5,3.5,6.375,2.5,5.942,Quartzo,-3,0,4.0,4.8,1.7,Ágata,5.300000000000001,5.2,1,Jovem (15+),3
RA-220,Aluno-220,3,D,2009,13,Menina,2022,0.0,8.1,7.5,6.5,7.833,10.0,7.028,Ágata,0,0,6.8,6.8,5.8,Ametista,-6.5,7.3,0,Adolescente (11-14),0
RA-221,Aluno-221,3,D,2008,14,Menino,2022,9.6,8.5,7.5,5.2,6.0,5.0,6.892,Ágata,-1,0,7.0,3.5,5.0,Ametista,4.3999999999999995,6.85,0,Adolescente (11-14),0
RA-222,Aluno-222,3,D,2007,15,Menina,2019,7.1,4.6,7.5,6.2,4.917,5.0,5.604,Quartzo,-2,0,5.0,7.5,6.0,Ágata,0.8999999999999995,5.4,0,Jovem (15+),3
RA-223,Aluno-223,3,E,2009,13,Menina,2022,0.0,4.6,7.5,3.1,5.583,10.0,4.966,Quartzo,0,0,4.3,4.7,0.2,Quartzo,-3.1,3.8499999999999996,1,Adolescente (11-14),0
RA-224,Aluno-224,3,E,2009,13,Menino,2021,9.6,4.3,7.5,2.6,4.875,10.0,5.671,Quartzo,0,0,5.0,2.7,0.0,Ágata,7.0,3.45,1,Adolescente (11-14),1
RA-225,Aluno-225,3,E,2008,14,Menino,2022,8.3,5.3,7.5,5.0,5.708,5.0,5.918,Quartzo,-1,0,3.0,7.0,,Ágata,3.3000000000000007,5.15,0,Adolescente (11-14),0
RA-226,Aluno-226,3,E,2008,14,Menina,2022,7.5,6.1,7.5,6.8,6.208,5.0,6.549,Ágata,-1,0,7.0,6.5,,Ágata,0.7000000000000002,6.449999999999999,0,Adolescente (11-14),0
RA-227,Aluno-227,3,E,2010,12,Menino,2022,9.2,6.4,7.5,3.3,5.833,10.0,6.471,Ágata,0,0,4.7,4.3,1.0,Ágata,5.8999999999999995,4.85,1,Adolescente (11-14),0
RA-228,Aluno-228,3,E,2007,15,Menina,2017,7.5,6.7,7.5,4.8,6.417,5.0,6.196,Ágata,-2,0,3.0,6.0,5.3,Ágata,2.7,5.75,1,Jovem (15+),5
RA-229,Aluno-229,3,E,2010,12,Menino,2022,10.0,9.4,7.5,6.9,8.5,10.0,8.62,Topázio,0,1,7.0,6.7,7.2,Topázio,3.0999999999999996,8.15,0,Adolescente (11-14),0
RA-230,Aluno-230,3,E,2008,14,Menino,2022,7.9,5.1,7.5,5.7,6.75,5.0,6.328,Ágata,-1,0,3.7,4.3,9.0,Ágata,2.2,5.4,0,Adolescente (11-14),0
RA-231,Aluno-231,3,E,2008,14,Menino,2022,8.8,7.4,7.5,3.8,5.333,5.0,6.116,Ágata,-1,0,3.0,4.5,,Ágata,5.000000000000001,5.6,1,Adolescente (11-14),0
RA-232,Aluno-232,3,E,2010,12,Menino,2022,0.0,4.9,7.5,0.0,4.542,10.0,4.245,Quartzo,0,0,0.0,0.0,,Quartzo,0.0,2.45,1,Adolescente (11-14),0
RA-233,Aluno-233,3,E,2008,14,Menino,2022,7.9,7.4,7.5,3.8,5.5,5.0,6.051,Ágata,-1,0,3.0,4.5,,Ágata,4.1000000000000005,5.6,1,Adolescente (11-14),0
RA-234,Aluno-234,3,E,2009,13,Menino,2022,10.0,7.6,5.6,4.3,5.583,10.0,6.719,Ágata,0,0,3.7,6.3,2.8,Ágata,5.7,5.949999999999999,1,Adolescente (11-14),0
RA-235,Aluno-235,3,E,2008,14,Menina,2022,8.3,7.3,7.5,6.3,6.417,5.0,6.79,Ágata,-1,0,7.0,5.5,,Ágata,2.000000000000001,6.8,0,Adolescente (11-14),0
RA-236,Aluno-236,3,F,2010,12,Menina,2022,9.6,7.5,7.5,3.7,7.208,10.0,7.11,Ametista,0,0,4.0,4.0,3.0,Ametista,5.8999999999999995,5.6,1,Adolescente (11-14),0
RA-237,Aluno-237,3,F,2008,14,Menina,2022,10.0,9.0,7.5,7.8,8.417,5.0,8.084,Topázio,-1,1,6.8,7.7,8.8,Ametista,2.2,8.4,0,Adolescente (11-14),0
RA-238,Aluno-238,3,F,2008,14,Menina,2021,8.8,6.4,5.0,5.1,7.208,5.0,6.331,Ágata,-1,0,4.3,6.5,4.5,Ágata,3.700000000000001,5.75,0,Adolescente (11-14),1
RA-239,Aluno-239,3,F,2007,15,Menina,2021,0.0,3.7,7.5,3.7,5.958,5.0,4.572,Quartzo,-2,0,2.0,4.7,4.5,Quartzo,-3.7,3.7,1,Jovem (15+),1
RA-240,Aluno-240,3,F,2009,13,Menina,2017,7.1,8.1,5.0,4.7,7.042,10.0,6.943,Ágata,0,0,6.3,5.0,2.8,Ametista,2.3999999999999995,6.4,1,Adolescente (11-14),5
RA-241,Aluno-241,3,F,2008,14,Menino,2016,10.0,10.0,7.5,7.7,9.125,5.0,8.468,Topázio,-1,1,8.2,7.5,7.3,Topázio,2.3,8.85,0,Adolescente (11-14),6
RA-242,Aluno-242,3,F,2009,13,Menino,2018,9.6,9.7,5.6,8.2,8.708,10.0,8.673,Topázio,0,1,8.7,7.2,8.7,Topázio,1.4000000000000004,8.95,0,Adolescente (11-14),4
RA-243,Aluno-243,3,F,2007,15,Menina,2022,7.1,8.7,5.0,6.0,7.875,5.0,6.982,Ágata,-2,0,5.0,5.3,7.7,Ametista,1.0999999999999996,7.35,0,Jovem (15+),0
RA-244,Aluno-244,3,F,2010,12,Menina,2018,7.5,9.4,6.3,7.8,9.208,10.0,8.51,Topázio,0,1,6.7,8.0,8.7,Topázio,-0.2999999999999998,8.6,0,Adolescente (11-14),4
RA-245,Aluno-245,3,F,2008,14,Menino,2016,10.0,9.9,7.5,8.4,9.25,5.0,8.656,Topázio,-1,1,8.3,8.2,8.8,Topázio,1.5999999999999996,9.15,0,Adolescente (11-14),6
RA-246,Aluno-246,3,F,2009,13,Menino,2022,8.3,9.4,7.5,7.6,9.167,10.0,8.639,Topázio,0,1,8.0,6.7,8.0,Topázio,0.7000000000000011,8.5,0,Adolescente (11-14),0
RA-247,Aluno-247,3,F,2009,13,Menina,2021,8.3,8.2,7.5,5.8,7.875,10.0,7.72,Ametista,0,0,5.3,5.7,6.3,Ametista,2.500000000000001,7.0,0,Adolescente (11-14),1
RA-248,Aluno-248,3,F,2009,13,Menino,2022,9.2,7.6,7.5,5.2,7.292,10.0,7.429,Ametista,0,0,4.0,5.5,6.0,Ametista,3.999999999999999,6.4,0,Adolescente (11-14),0
RA-249,Aluno-249,3,G,2008,14,Menino,2017,6.7,7.4,5.0,2.9,4.292,5.0,5.097,Quartzo,-1,0,2.3,4.2,2.2,Quartzo,3.8000000000000003,5.15,1,Adolescente (11-14),5
RA-250,Aluno-250,3,G,2010,12,Menina,2022,8.3,8.6,7.5,6.6,7.625,10.0,7.958,Ametista,0,0,6.7,6.5,6.7,Ametista,1.700000000000001,7.6,0,Adolescente (11-14),0
RA-251,Aluno-251,3,G,2007,15,Menino,2018,10.0,8.1,5.6,6.3,6.625,5.0,7.022,Ágata,-2,0,5.3,6.3,7.2,Ametista,3.7,7.199999999999999,0,Jovem (15+),4
RA-252,Aluno-252,3,G,2008,14,Menino,2018,9.2,2.8,7.5,0.9,3.875,5.0,4.277,Quartzo,-1,0,1.3,1.2,0.2,Quartzo,8.299999999999999,1.8499999999999999,1,Adolescente (11-14),4
RA-253,Aluno-253,3,G,2007,15,Menino,2019,9.2,3.6,5.0,1.8,3.75,5.0,4.312,Quartzo,-2,0,1.0,3.7,0.7,Quartzo,7.3999999999999995,2.7,1,Jovem (15+),3
RA-254,Aluno-254,3,G,2008,14,Menino,2019,10.0,7.4,5.6,5.3,6.917,5.0,6.715,Ágata,-1,0,5.0,6.8,4.0,Ágata,4.7,6.35,0,Adolescente (11-14),3
RA-255,Aluno-255,3,G,2008,14,Menino,2019,7.5,3.8,5.0,1.3,5.542,5.0,4.563,Quartzo,-1,0,1.0,2.3,0.5,Quartzo,6.2,2.55,1,Adolescente (11-14),3
RA-256,Aluno-256,3,G,2010,12,Menina,2019,8.8,8.5,5.0,5.2,6.708,10.0,7.192,Ametista,0,0,5.3,6.7,3.5,Ametista,3.6000000000000005,6.85,0,Adolescente (11-14),3
RA-257,Aluno-257,3,G,2008,14,Menina,2018,0.0,6.4,5.6,3.6,6.708,5.0,5.149,Quartzo,-1,0,4.0,5.2,1.5,Quartzo,-3.6,5.0,1,Adolescente (11-14),4
